nombre,categoria,cocina,comuna,barrio,lat,long,geometry
SOBRE TODOS,RESTAURANTE,MINUTAS,Comuna 3,Balvanera,-34.6104307314341,-58.3925998723664,POINT (-58.3925998723664 -34.6104307314341)
SOCIAL PARAISO,CAFE,INTERNACIONAL,Comuna 14,Palermo,-34.5876434434732,-58.4319296896331,POINT (-58.4319296896331 -34.5876434434732)
SOCIETA DI CAFFE,CAFE,MINUTAS,Comuna 2,Recoleta,-34.5921825144402,-58.4026537840842,POINT (-58.4026537840842 -34.5921825144402)
SO. CO. GRILL & BAR,RESTAURANTE,AMERICANA,Comuna 1,San Nicolas,-34.6005226056033,-58.3698174346868,POINT (-58.3698174346868 -34.6005226056033)
SOCRATES,CONFITERIA,SANDWICHERIA,Comuna 6,Caballito,-34.6275843266516,-58.44715923747,POINT (-58.44715923747 -34.6275843266516)
SOKERESA,RESTAURANTE,CUBANA,Comuna 1,Monserrat,-34.6121243413623,-58.3903150900863,POINT (-58.3903150900863 -34.6121243413623)
SOLERA,RESTAURANTE,PIZZERIA,Comuna 1,San Nicolas,-34.6047005324928,-58.3767967171973,POINT (-58.3767967171973 -34.6047005324928)
SONOMAN,RESTAURANTE,GOURMET,Comuna 14,Palermo,-34.5845547094939,-58.4366892988053,POINT (-58.4366892988053 -34.5845547094939)
SOPRANO,BAR,MINUTAS,Comuna 1,San Nicolas,-34.606727009955,-58.3905902869101,POINT (-58.3905902869101 -34.606727009955)
SORAYA PLATA,RESTAURANTE,INTERNACIONAL,Comuna 13,Colegiales,-34.5707709145646,-58.4434855783802,POINT (-58.4434855783802 -34.5707709145646)
SORRENTO,BAR,MEDITERRANEA,Comuna 1,San Nicolas,-34.6034487099795,-58.3760363051403,POINT (-58.3760363051403 -34.6034487099795)
Sorrento Recova,RESTAURANTE,MEDITERRANEA,Comuna 1,Retiro,-34.5899300526703,-58.3820122810995,POINT (-58.3820122810995 -34.5899300526703)
SOSTIENE PEREIRA,RESTAURANTE,MEDITERRANEA,Comuna 14,Palermo,-34.5751005802185,-58.4205927480858,POINT (-58.4205927480858 -34.5751005802185)
SOSTIENE PEREYRA,RESTAURANTE,TRADICIONAL,Comuna 1,San Nicolas,-34.5990403695972,-58.3727007330762,POINT (-58.3727007330762 -34.5990403695972)
SOUL CAFE,RESTAURANTE,DE AUTOR,Comuna 14,Palermo,-34.5724659696062,-58.4305474140599,POINT (-58.4305474140599 -34.5724659696062)
SPEED WEB,CAFE,SANDWICHERIA,Comuna 4,Barracas,-34.6418404513229,-58.3738763425597,POINT (-58.3738763425597 -34.6418404513229)
SPELL CAFE,RESTAURANTE,INTERNACIONAL,Comuna 1,Puerto Madero,-34.6063161625921,-58.36673438978,POINT (-58.36673438978 -34.6063161625921)
SPIAGGE DI NAPOLI,CONFITERIA,ITALIANA,Comuna 5,Almagro,-34.6208144299056,-58.4155507763013,POINT (-58.4155507763013 -34.6208144299056)
SPIGA,RESTAURANTE,ITALIANA,Comuna 1,Monserrat,-34.6157942952621,-58.391556640038,POINT (-58.391556640038 -34.6157942952621)
SPIRIT,RESTAURANTE,TAPAS,Comuna 14,Palermo,-34.5890055623387,-58.4307167825147,POINT (-58.4307167825147 -34.5890055623387)
SPLENDID,RESTAURANTE,TRADICIONAL,Comuna 14,Palermo,-34.5888324574453,-58.4319756888509,POINT (-58.4319756888509 -34.5888324574453)
SPOCK RESTO & BAR,BAR,INTERNACIONAL,Comuna 3,Balvanera,-34.6072793102817,-58.3979927858016,POINT (-58.3979927858016 -34.6072793102817)
STA FE 1234,RESTAURANTE,INTERNACIONAL,Comuna 1,Retiro,-34.5957024360581,-58.3847458062216,POINT (-58.3847458062216 -34.5957024360581)
STAFF,CONFITERIA,MINUTAS,Comuna 7,Flores,-34.6300292326957,-58.4665075392533,POINT (-58.4665075392533 -34.6300292326957)
STAFFORD,CAFE,MINUTAS,Comuna 13,NuAfA+-ez,-34.5508186939564,-58.4591905840178,POINT (-58.4591905840178 -34.5508186939564)
STAR,RESTAURANTE,PIZZERIA,Comuna 5,Almagro,-34.5980192968903,-58.4266595570494,POINT (-58.4266595570494 -34.5980192968903)
STAR CAFE,CAFE,MINUTAS,Comuna 2,Recoleta,-34.5940480871026,-58.4022748553968,POINT (-58.4022748553968 -34.5940480871026)
START CAFE,RESTAURANTE,INTERNACIONAL,Comuna 1,San Nicolas,-34.6091006085199,-58.3903900409146,POINT (-58.3903900409146 -34.6091006085199)
STEFANO,RESTAURANTE,MINUTAS,Comuna 14,Palermo,-34.5895452634935,-58.4222156760402,POINT (-58.4222156760402 -34.5895452634935)
ST. GEORGE,CAFE,MINUTAS,Comuna 1,San Nicolas,-34.5999218079417,-58.376248317729,POINT (-58.376248317729 -34.5999218079417)
ST. GEORGE & THE DRAGON,RESTAURANTE,INTERNACIONAL,Comuna 2,Recoleta,-34.5970249741281,-58.3948173819822,POINT (-58.3948173819822 -34.5970249741281)
ST. MICHAEL,CAFE,INTERNACIONAL,Comuna 1,San Nicolas,-34.6071512931362,-58.3796562662054,POINT (-58.3796562662054 -34.6071512931362)
STOPPY,RESTAURANTE,PARRILLA,Comuna 13,Belgrano,-34.5619950008176,-58.4609534533472,POINT (-58.4609534533472 -34.5619950008176)
STYLO CAFE,BAR,SANDWICHERIA,Comuna 11,Villa Devoto,-34.601354334118,-58.5126516255699,POINT (-58.5126516255699 -34.601354334118)
SUBITO,RESTAURANTE,ITALIANA,Comuna 1,Retiro,-34.5891370804724,-58.3842527084363,POINT (-58.3842527084363 -34.5891370804724)
SUBITO PARRILLA,CAFE,PARRILLA,Comuna 1,Retiro,-34.5891370804724,-58.3842527084363,POINT (-58.3842527084363 -34.5891370804724)
SUDESTADA,RESTAURANTE,ORIENTAL,Comuna 14,Palermo,-34.5802939619966,-58.4321187870206,POINT (-58.4321187870206 -34.5802939619966)
SUEVE,RESTAURANTE,INTERNACIONAL,Comuna 1,San Nicolas,-34.602656652665,-58.3809761605644,POINT (-58.3809761605644 -34.602656652665)
SUGARY COFEE,CAFE,TRADICIONAL,Comuna 3,Balvanera,-34.6105391071131,-58.3945873382824,POINT (-58.3945873382824 -34.6105391071131)
SUIPACHA 772,RESTAURANTE,VEGETARIANA,Comuna 1,San Nicolas,-34.5993853483028,-58.3797509794277,POINT (-58.3797509794277 -34.5993853483028)
SUITU,RESTAURANTE,MINUTAS,Comuna 1,San Nicolas,-34.6013202003953,-58.3797886858001,POINT (-58.3797886858001 -34.6013202003953)
SUKHOTHA,RESTAURANTE,CHINA,Comuna 1,Retiro,-34.5911361576933,-58.3872770064266,POINT (-58.3872770064266 -34.5911361576933)
SULIVAN'S,RESTAURANTE,INTERNACIONAL,Comuna 14,Palermo,-34.5879665224557,-58.4291185273648,POINT (-58.4291185273648 -34.5879665224557)
SUMALARO,CAFE,MINUTAS,Comuna 3,Balvanera,-34.6045317616172,-58.398951772134,POINT (-58.398951772134 -34.6045317616172)
SUPER NOVA,RESTAURANTE,PIZZERIA,Comuna 8,Villa Riachuelo,-34.6865967262391,-58.4784977281579,POINT (-58.4784977281579 -34.6865967262391)
SUPER PIZZA,RESTAURANTE,INTERNACIONAL,Comuna 14,Palermo,-34.5772577765321,-58.4238840371152,POINT (-58.4238840371152 -34.5772577765321)
SushiClub Barrio Norte,DELIVERY & TAKE AWAY,SUSHI,Comuna 2,Recoleta,-34.583642281843,-58.4032139796637,POINT (-58.4032139796637 -34.583642281843)
SushiClub Belgrano,DELIVERY & TAKE AWAY,SUSHI,Comuna 14,Palermo,-34.5654339299102,-58.4360785868901,POINT (-58.4360785868901 -34.5654339299102)
SushiClub Caballito,RESTAURANTE,SUSHI,Comuna 6,Caballito,-34.6265615818492,-58.4403527876618,POINT (-58.4403527876618 -34.6265615818492)
Sushiclub Devoto,RESTAURANTE,SUSHI,Comuna 11,Villa Devoto,-34.600672164344,-58.5113083191731,POINT (-58.5113083191731 -34.600672164344)
SushiClub Las CaAfA+-itas,RESTAURANTE,SUSHI,Comuna 14,Palermo,-34.572371174775,-58.4308171172418,POINT (-58.4308171172418 -34.572371174775)
SushiClub Madero Este,RESTAURANTE,SUSHI,Comuna 1,Puerto Madero,-34.6149056453286,-58.361607175267,POINT (-58.361607175267 -34.6149056453286)
SushiClub Palermo Hollywood,RESTAURANTE,SUSHI,Comuna 14,Palermo,-34.5845307747483,-58.4375202061327,POINT (-58.4375202061327 -34.5845307747483)
SushiClub Puerto Madero,RESTAURANTE,SUSHI,Comuna 1,Puerto Madero,-34.6014438739013,-58.3672117016514,POINT (-58.3672117016514 -34.6014438739013)
SushiClub Recova de Posadas,RESTAURANTE,SUSHI,Comuna 1,Retiro,-34.5902442008176,-58.3821311760991,POINT (-58.3821311760991 -34.5902442008176)
SushiClub Sinclair,RESTAURANTE,SUSHI,Comuna 14,Palermo,-34.5737883379649,-58.4229401093729,POINT (-58.4229401093729 -34.5737883379649)
SWEET CAFE,CAFE,TRADICIONAL,Comuna 2,Recoleta,-34.5995057334789,-58.3920061953164,POINT (-58.3920061953164 -34.5995057334789)
SWEETLY PAN Y CAFE,CAFE,MINUTAS,Comuna 2,Recoleta,-34.5910267399691,-58.4044124930369,POINT (-58.4044124930369 -34.5910267399691)
SWING,BAR,MINUTAS,Comuna 1,San Nicolas,-34.6022044851779,-58.3746140414831,POINT (-58.3746140414831 -34.6022044851779)
TABARE,BAR,SANDWICHERIA,Comuna 1,Retiro,-34.5986494132845,-58.3854613234184,POINT (-58.3854613234184 -34.5986494132845)
TABARE,RESTAURANTE,INTERNACIONAL,Comuna 14,Palermo,-34.5906549515847,-58.413659183927,POINT (-58.413659183927 -34.5906549515847)
TABERNA BASKA,RESTAURANTE,MEDITERRANEA,Comuna 1,Monserrat,-34.6164327865042,-58.379788078965,POINT (-58.379788078965 -34.6164327865042)
TA! CHIVITO,RESTAURANTE,URUGUAYA,Comuna 14,Palermo,-34.5800357266418,-58.4098625506874,POINT (-58.4098625506874 -34.5800357266418)
TADEO,RESTAURANTE,PARRILLA,Comuna 7,Parque Chacabuco,-34.6301920706245,-58.4480120201421,POINT (-58.4480120201421 -34.6301920706245)
TAGLE,RESTAURANTE,INTERNACIONAL,Comuna 2,Recoleta,-34.583558937752,-58.3998080075253,POINT (-58.3998080075253 -34.583558937752)
TAIPEI,BAR,TENEDOR LIBRE,Comuna 15,Agronomia,-34.5948904928029,-58.5020620095643,POINT (-58.5020620095643 -34.5948904928029)
TAI PEI,RESTAURANTE,CHINA,Comuna 12,Saavedra,-34.5413462426086,-58.4740927650871,POINT (-58.4740927650871 -34.5413462426086)
TAJO,CAFE,MINUTAS,Comuna 3,Balvanera,-34.5984807101464,-58.4038640411565,POINT (-58.4038640411565 -34.5984807101464)
TALA BUENA,CONFITERIA,PIZZERIA,Comuna 7,Flores,-34.6298656475962,-58.4743157894234,POINT (-58.4743157894234 -34.6298656475962)
TALCAHUANO 999,BAR,MINUTAS,Comuna 1,Retiro,-34.5973063127482,-58.3855430691424,POINT (-58.3855430691424 -34.5973063127482)
TALNASSONS,RESTAURANTE,MODERNO,Comuna 6,Caballito,-34.6271661704643,-58.4340972542312,POINT (-58.4340972542312 -34.6271661704643)
TAMIRIS,RESTAURANTE,MINUTAS,Comuna 1,Monserrat,-34.6133645448366,-58.386260481675,POINT (-58.386260481675 -34.6133645448366)
TANCAT,RESTAURANTE,INTERNACIONAL,Comuna 1,Retiro,-34.597509860347,-58.3761411952559,POINT (-58.3761411952559 -34.597509860347)
TAO-TAO,RESTAURANTE,JAPONESA,Comuna 13,Colegiales,-34.5673562408073,-58.4502248310801,POINT (-58.4502248310801 -34.5673562408073)
TAO-TAO,RESTAURANTE,CHINA,Comuna 13,Colegiales,-34.5673562408073,-58.4502248310801,POINT (-58.4502248310801 -34.5673562408073)
TATI,RESTAURANTE,TRADICIONAL,Comuna 1,San Nicolas,-34.6004623760367,-58.3725759527734,POINT (-58.3725759527734 -34.6004623760367)
TAXCO CAFE,PUB,INTERNACIONAL,Comuna 9,Mataderos,-34.6534286355976,-58.5046217205569,POINT (-58.5046217205569 -34.6534286355976)
TEATRIZ,RESTAURANTE,INTERNACIONAL,Comuna 2,Recoleta,-34.5944835882173,-58.3945119945467,POINT (-58.3945119945467 -34.5944835882173)
TELE LUNCH,RESTAURANTE,MINUTAS,Comuna 1,San Nicolas,-34.6008731548915,-58.3767201233479,POINT (-58.3767201233479 -34.6008731548915)
TELMO BAR,RESTAURANTE,TRADICIONAL,Comuna 1,San Telmo,-34.6196339661316,-58.3727548902969,POINT (-58.3727548902969 -34.6196339661316)
TE MATARE RAMIREZ,RESTAURANTE,MEDITERRANEA,Comuna 14,Palermo,-34.5881006865043,-58.4198622301169,POINT (-58.4198622301169 -34.5881006865043)
TEMPLAR,RESTAURANTE,TRADICIONAL,Comuna 1,San Nicolas,-34.6040466656593,-58.371068243079,POINT (-58.371068243079 -34.6040466656593)
TENORIO,RESTAURANTE,INTERNACIONAL,Comuna 2,Recoleta,-34.5884321311666,-58.3923865754169,POINT (-58.3923865754169 -34.5884321311666)
TEOCALI,RESTAURANTE,PIZZERIA,Comuna 9,Liniers,-34.6342646286041,-58.523008174462,POINT (-58.523008174462 -34.6342646286041)
TERMINAL DE OMNIBUS RETIRO CONFITER,RESTAURANTE,MINUTAS,Comuna 1,Retiro,-34.5881975337193,-58.3717799680417,POINT (-58.3717799680417 -34.5881975337193)
TERRITORIO,RESTAURANTE,MINUTAS,Comuna 1,San Telmo,-34.6185393130644,-58.3729082443642,POINT (-58.3729082443642 -34.6185393130644)
TESEO RESTAURANTE,RESTAURANTE,INTERNACIONAL,Comuna 1,San Nicolas,-34.6011446001285,-58.3880236821399,POINT (-58.3880236821399 -34.6011446001285)
T.G.I FRIDAY'S,RESTAURANTE,AMERICANA,Comuna 1,Puerto Madero,-34.6097201099079,-58.3663540334235,POINT (-58.3663540334235 -34.6097201099079)
T.G.I. FRIDAY'S,RESTAURANTE,AMERICANA,Comuna 14,Palermo,-34.5890936671522,-58.410212348493,POINT (-58.410212348493 -34.5890936671522)
THEBLOW,CAFE,INTERNACIONAL,Comuna 1,San Nicolas,-34.6032069180924,-58.3781170051666,POINT (-58.3781170051666 -34.6032069180924)
THE COFFEE STORE,RESTAURANTE,TRADICIONAL,Comuna 1,San Nicolas,-34.6022308127767,-58.3750100851719,POINT (-58.3750100851719 -34.6022308127767)
THE COFFEE STORE,RESTAURANTE,TRADICIONAL,Comuna 1,San Nicolas,-34.6005209323853,-58.3864985480278,POINT (-58.3864985480278 -34.6005209323853)
THE COFFEE STORE,RESTAURANTE,MINUTAS,Comuna 2,Recoleta,-34.587480586015,-58.3975663428534,POINT (-58.3975663428534 -34.587480586015)
THE COFFEE STORE,CONFITERIA,MINUTAS,Comuna 2,Recoleta,-34.5948775026116,-58.4004781876472,POINT (-58.4004781876472 -34.5948775026116)
THE COFFE STORE,RESTAURANTE,MINUTAS,Comuna 1,Puerto Madero,-34.6190185945287,-58.3655352145806,POINT (-58.3655352145806 -34.6190185945287)
THE FAMILY,RESTAURANTE,MINUTAS,Comuna 4,Parque Patricios,-34.6345187590588,-58.3918018391197,POINT (-58.3918018391197 -34.6345187590588)
THE FOX,CAFE,MINUTAS,Comuna 4,Barracas,-34.6342233733962,-58.3885046514156,POINT (-58.3885046514156 -34.6342233733962)
THE GRANTS,RESTAURANTE,INTERNACIONAL,Comuna 7,Flores,-34.6258470774081,-58.4543624936532,POINT (-58.4543624936532 -34.6258470774081)
THE LIBRARY LOUNGE,RESTAURANTE,INTERNACIONAL,Comuna 1,Puerto Madero,-34.6136030177529,-58.3617273960623,POINT (-58.3617273960623 -34.6136030177529)
THOMPSON,RESTAURANTE,TRADICIONAL,Comuna 6,Caballito,-34.6286679784094,-58.4387606594626,POINT (-58.4387606594626 -34.6286679784094)
THYMUS,CONFITERIA,FRANCESA,Comuna 15,Villa Crespo,-34.5937892704741,-58.4323044809277,POINT (-58.4323044809277 -34.5937892704741)
TIA MARIA,RESTAURANTE,INTERNACIONAL,Comuna 13,Belgrano,-34.5537385795415,-58.450057580561,POINT (-58.450057580561 -34.5537385795415)
TICARO,RESTAURANTE,MINUTAS,Comuna 1,San Nicolas,-34.6018715257627,-58.3693220539891,POINT (-58.3693220539891 -34.6018715257627)
TID' TUNA,RESTAURANTE,JUDIA,Comuna 7,Flores,-34.6277900669596,-58.4727769228984,POINT (-58.4727769228984 -34.6277900669596)
TIEMPO CAFE,RESTAURANTE,MINUTAS,Comuna 1,San Nicolas,-34.6067060121659,-58.3914495808382,POINT (-58.3914495808382 -34.6067060121659)
TIEMPO CERO,RESTAURANTE,SANDWICHERIA,Comuna 5,Almagro,-34.6025336007373,-58.428272567996,POINT (-58.428272567996 -34.6025336007373)
TIEMPO DE GITANOS,RESTAURANTE,ESPAA'OLA,Comuna 14,Palermo,-34.5835332437252,-58.4351196554334,POINT (-58.4351196554334 -34.5835332437252)
TIEMPO LIBRE,RESTAURANTE,MINUTAS,Comuna 1,San Nicolas,-34.6065754991595,-58.3879523460183,POINT (-58.3879523460183 -34.6065754991595)
TIEMPO LIBRE,RESTAURANTE,MINUTAS,Comuna 1,San Nicolas,-34.6078613768751,-58.386338061221,POINT (-58.386338061221 -34.6078613768751)
TIEMPO LIBRE,RESTAURANTE,MINUTAS,Comuna 1,San Nicolas,-34.5993763850229,-58.3782107854787,POINT (-58.3782107854787 -34.5993763850229)
TIEMPO LIBRE,RESTAURANTE,MINUTAS,Comuna 1,San Nicolas,-34.6051661367362,-58.3852338663287,POINT (-58.3852338663287 -34.6051661367362)
TIERRA DE PARRILLEROS,RESTAURANTE,PARRILLA,Comuna 1,Puerto Madero,-34.6080542022769,-58.3637454787431,POINT (-58.3637454787431 -34.6080542022769)
TILEI,RESTAURANTE,TRADICIONAL,Comuna 1,San Nicolas,-34.6061256894968,-58.3750252402059,POINT (-58.3750252402059 -34.6061256894968)
TIMOTHI O' TODE,RESTAURANTE,MINUTAS,Comuna 1,San Nicolas,-34.6008735030402,-58.3724459698369,POINT (-58.3724459698369 -34.6008735030402)
TAfAo Felipe,RESTAURANTE,PIZZERIA,Comuna 1,San Telmo,-34.6164088574635,-58.3703524574025,POINT (-58.3703524574025 -34.6164088574635)
TIO FRITZ,RESTAURANTE,MINUTAS,Comuna 7,Flores,-34.6269491527891,-58.4651715000852,POINT (-58.4651715000852 -34.6269491527891)
TIO PAPA'S,RESTAURANTE,PIZZERIA,Comuna 7,Flores,-34.6306712845233,-58.4699083688116,POINT (-58.4699083688116 -34.6306712845233)
TISSIANO,BAR,SANDWICHERIA,Comuna 2,Recoleta,-34.593256615483,-58.413375682915,POINT (-58.413375682915 -34.593256615483)
TIZIA,RESTAURANTE,PIZZERIA,Comuna 7,Flores,-34.6288188273496,-58.4623051256153,POINT (-58.4623051256153 -34.6288188273496)
TOBAS,RESTAURANTE,MINUTAS,Comuna 2,Recoleta,-34.5982097283232,-58.4039906219682,POINT (-58.4039906219682 -34.5982097283232)
TOCORORO,RESTAURANTE,CUBANA,Comuna 1,Puerto Madero,-34.6098341225159,-58.366341435978,POINT (-58.366341435978 -34.6098341225159)
TODO,RESTAURANTE,INTERNACIONAL,Comuna 11,Villa Del Parque,-34.6043534355701,-58.4942255868816,POINT (-58.4942255868816 -34.6043534355701)
TODO CASERO,BAR,PORTEA'A,Comuna 1,San Nicolas,-34.6012906551028,-58.3791165176341,POINT (-58.3791165176341 -34.6012906551028)
TODO MUNDO,BAR,MINUTAS,Comuna 1,San Telmo,-34.6205988604848,-58.3721180495489,POINT (-58.3721180495489 -34.6205988604848)
TODOS CONTENTOS,RESTAURANTE,CHINA,Comuna 13,Belgrano,-34.5573260434422,-58.4506487583714,POINT (-58.4506487583714 -34.5573260434422)
TOIN & POOL,PUB,SANDWICHERIA,Comuna 9,Liniers,-34.6390438320033,-58.5172131058725,POINT (-58.5172131058725 -34.6390438320033)
TOJO,PUB,MINUTAS,Comuna 9,Liniers,-34.6403248015111,-58.5267535924559,POINT (-58.5267535924559 -34.6403248015111)
TOKYO PLAZA,BAR,INTERNACIONAL,Comuna 1,San Nicolas,-34.600328402469,-58.3866488791335,POINT (-58.3866488791335 -34.600328402469)
TOLOME,RESTAURANTE,MODERNO,Comuna 3,Balvanera,-34.6086392877337,-58.4029859583611,POINT (-58.4029859583611 -34.6086392877337)
TOLON,RESTAURANTE,MINUTAS,Comuna 2,Recoleta,-34.5892541574693,-58.4099706311165,POINT (-58.4099706311165 -34.5892541574693)
TOMATO,RESTAURANTE,INTERNACIONAL,Comuna 5,Almagro,-34.6219555909392,-58.4275936511891,POINT (-58.4275936511891 -34.6219555909392)
TOAfaEUR~ITO,RESTAURANTE,CLASICO PORTEA'O,Comuna 5,Almagro,-34.6084229848745,-58.4246245042641,POINT (-58.4246245042641 -34.6084229848745)
TONNO,RESTAURANTE,TRADICIONAL,Comuna 14,Palermo,-34.5703733962642,-58.4317263877129,POINT (-58.4317263877129 -34.5703733962642)
TONO ROJO,VINERIA,DE AUTOR,Comuna 2,Recoleta,-34.5856360890622,-58.3889312315805,POINT (-58.3889312315805 -34.5856360890622)
TONY DEVOTO,RESTAURANTE,TRADICIONAL,Comuna 11,Villa Devoto,-34.6004323969179,-58.5114334694964,POINT (-58.5114334694964 -34.6004323969179)
TOO,RESTAURANTE,INTERNACIONAL,Comuna 1,Retiro,-34.5954803626663,-58.3871424362423,POINT (-58.3871424362423 -34.5954803626663)
TOPACIO,RESTAURANTE,MINUTAS,Comuna 3,Balvanera,-34.6094112058627,-58.3961604502975,POINT (-58.3961604502975 -34.6094112058627)
TORCUATO,VINERIA,INTERNACIONAL,Comuna 2,Recoleta,-34.5958779028189,-58.4025966872869,POINT (-58.4025966872869 -34.5958779028189)
TORENTO,RESTAURANTE,TENEDOR LIBRE,Comuna 5,Almagro,-34.6147964830313,-58.4287660395903,POINT (-58.4287660395903 -34.6147964830313)
TORONTO,RESTAURANTE,MINUTAS,Comuna 15,Chacarita,-34.5804770729165,-58.4512914155267,POINT (-58.4512914155267 -34.5804770729165)
TORRE DE PIZZA,RESTAURANTE,PIZZERIA,Comuna 9,Liniers,-34.6392691578874,-58.5168185668073,POINT (-58.5168185668073 -34.6392691578874)
TORRE PONS,RESTAURANTE,INTERNACIONAL,Comuna 1,Retiro,-34.5968732628495,-58.3843749829354,POINT (-58.3843749829354 -34.5968732628495)
TOTEM & TABU,CAFE,MINUTAS,Comuna 3,Balvanera,-34.612168380485,-58.4124020384408,POINT (-58.4124020384408 -34.612168380485)
TREN MIXTO,RESTAURANTE,MINUTAS,Comuna 1,Constitucion,-34.6280606007035,-58.3814667116637,POINT (-58.3814667116637 -34.6280606007035)
TRES AVENIDAS,CAFE,SANDWICHERIA,Comuna 9,Parque Avellaneda,-34.6455913841654,-58.4848077733339,POINT (-58.4848077733339 -34.6455913841654)
TRES BRUJAS,RESTAURANTE,MINUTAS,Comuna 13,Colegiales,-34.5800288146071,-58.4507703330682,POINT (-58.4507703330682 -34.5800288146071)
TRES SABORES,RESTAURANTE,TRADICIONAL,Comuna 1,San Nicolas,-34.6087750467314,-58.3864789264641,POINT (-58.3864789264641 -34.6087750467314)
TRIBON,RESTAURANTE,MINUTAS,Comuna 1,San Nicolas,-34.6004147457914,-58.3895638337763,POINT (-58.3895638337763 -34.6004147457914)
TRIBUNA,RESTAURANTE,MINUTAS,Comuna 1,San Nicolas,-34.6032612134958,-58.3894010805528,POINT (-58.3894010805528 -34.6032612134958)
TRIBUNALES,CONFITERIA,MINUTAS,Comuna 1,San Nicolas,-34.6027552153832,-58.3839211375183,POINT (-58.3839211375183 -34.6027552153832)
TRIBUNALES PLAZA,CONFITERIA,TRADICIONAL,Comuna 1,San Nicolas,-34.6015370129941,-58.3855130588618,POINT (-58.3855130588618 -34.6015370129941)
TRIDENTE,RESTAURANTE,MINUTAS,Comuna 2,Recoleta,-34.5980083643265,-58.4101743874847,POINT (-58.4101743874847 -34.5980083643265)
TROPICAL,RESTAURANTE,PIZZERIA,Comuna 4,Nueva Pompeya,-34.6532583189464,-58.4161993585988,POINT (-58.4161993585988 -34.6532583189464)
TUC SON,CAFE,AMERICANA,Comuna 13,NuAfA+-ez,-34.5471194341543,-58.4654867144585,POINT (-58.4654867144585 -34.5471194341543)
TUCSON STEAK HOUSE & BAR,RESTAURANTE,REGIONAL,Comuna 14,Palermo,-34.5798053330658,-58.4078490423271,POINT (-58.4078490423271 -34.5798053330658)
TUAfaEUR~IN,RESTAURANTE,MODERNO,Comuna 5,Almagro,-34.6108223838207,-58.4146016757652,POINT (-58.4146016757652 -34.6108223838207)
TURULECA,RESTAURANTE,INTERNACIONAL,Comuna 6,Caballito,-34.625931546731,-58.4340707067414,POINT (-58.4340707067414 -34.625931546731)
TZOLKIN,RESTAURANTE,PORTEA'A,Comuna 14,Palermo,-34.5856533943792,-58.4256738652612,POINT (-58.4256738652612 -34.5856533943792)
UCRANIA,BAR,MINUTAS,Comuna 1,Monserrat,-34.612316702131,-58.3680721208158,POINT (-58.3680721208158 -34.612316702131)
UGI'S,RESTAURANTE,PIZZERIA,Comuna 1,San Nicolas,-34.6044816594942,-58.3808745782427,POINT (-58.3808745782427 -34.6044816594942)
UGI'S,RESTAURANTE,PIZZERIA,Comuna 7,Flores,-34.6425420474989,-58.455193318886,POINT (-58.455193318886 -34.6425420474989)
ULPIANO,BAR,MINUTAS,Comuna 1,San Nicolas,-34.6027943640464,-58.3849065135603,POINT (-58.3849065135603 -34.6027943640464)
UMMO,RESTAURANTE,FUSION,Comuna 14,Palermo,-34.5898866540178,-58.4305312401833,POINT (-58.4305312401833 -34.5898866540178)
UN CAFE,BAR,MINUTAS,Comuna 1,San Nicolas,-34.6048737413082,-58.3804245390716,POINT (-58.3804245390716 -34.6048737413082)
UNDICI,BAR,MODERNO,Comuna 1,Monserrat,-34.6154606908852,-58.3857819852043,POINT (-58.3857819852043 -34.6154606908852)
UNIVERSO,BAR,TRADICIONAL,Comuna 1,San Telmo,-34.6197527092724,-58.3771261568036,POINT (-58.3771261568036 -34.6197527092724)
URQUIZA 508,CAFE,MINUTAS,Comuna 3,Balvanera,-34.6167547645504,-58.4094002933512,POINT (-58.4094002933512 -34.6167547645504)
USHUAIA,CAFE,SANDWICHERIA,Comuna 1,San Nicolas,-34.5985528606036,-58.3721697794138,POINT (-58.3721697794138 -34.5985528606036)
